ID,Key,Tgate,Tstep,Velo,SR,GR_SR,PhoV,Part,Dyn,Bar,TMDid,Remain,Check,Scale,Gate,Time,Step,SR_avg,n_SR,DifKey,
200,68,240,240, 39,1.47083,0.96034,e,2,p,37,562,2,0,0,339,117177,352.9992,0.804455452629502,1.04532814805246,l,
201,68,240,240, 53,1.54167,1.08514,e,2,p,37,566,2,0,0,803,117854,370.0008,0.843200667415897,0.89188996348116,l,
202,68,240,240, 42,1.375,0.924242,e,2,p,37,568,2,0,0,305,117902,330,0.752042212468854,2.32727272727273,e,
203,68,240,240, 53,1.52083,1.11096,e,2,p,37,573,2,0,0,811,118602,364.9992,0.831802442173823,0.871234786268025,l,
204,68,240,240, 49,1.325,0.915094,e,2,p,37,575,2,0,0,291,119012,318,0.724695222924532,1.26729811320755,g,
205,68,240,240, 50,1.475,0.816384,e,2,p,37,580,2,0,0,578,119345,354,0.806736191557498,0.870054237288136,l,
206,68,240,240, 48,1.28333,0.909091,e,2,p,38,582,2,0,0,280,119722,307.9992,0.701904241838294,1.10714313543672,l,
207,68,240,240, 56,1.44167,1.06647,e,2,p,38,586,2,0,0,738,120038,346.0008,0.788506688327253,1.05202300110289,l,
208,68,240,240, 52,1.51667,0.876374,e,2,p,38,588,2,0,0,319,120378,364.0008,0.829527172643736,1.06867677213896,e,
209,68,240,240, 55,1.71667,0.916262,e,2,p,38,593,2,0,0,755,120738,412.0008,0.938915130821024,1.03883099256118,l,
210,68,240,240, 60,1.78333,0.913551,e,2,p,38,595,2,0,0,391,121139,427.9992,0.975374137281514,1.01168600315141,d,
211,68,240,240, 66,1.7125,1.00365,e,2,p,38,600,2,0,0,825,121550,411,0.936634391893027,0.951340145985402,l,
